customer_id,recency_days,frequency,monetary,returns,recency_score,frequency_score,monetary_score,rfm_score,rfm_segment
C108632,384,6,164398.57,0.0,4,4,5,13,Champions
C108633,50,9,281212.62,8210.83,2,5,5,12,Loyal
C108634,32,4,22279.65,0.0,1,4,2,7,Needs Attention
C108635,222,12,141641.8,0.0,3,5,4,12,Loyal
C108637,876,1,34382.05,0.0,5,2,3,10,Loyal
C108638,155,1,5456.89,0.0,3,2,1,6,At Risk
C108639,552,1,10620.94,9769.42,5,2,2,9,Needs Attention
C108640,46,2,32079.68,0.0,2,3,3,8,Needs Attention
C108641,70,4,95478.47,0.0,2,4,4,10,Loyal
C108642,40,2,40967.4,0.0,2,3,3,8,Needs Attention
C108643,402,4,67358.40000000001,450.98,4,4,3,11,Loyal
C108644,287,3,145877.51,64084.46,4,3,4,11,Loyal
C108645,49,2,15921.28,0.0,2,3,2,7,Needs Attention
C108646,57,2,27251.02,0.0,2,3,2,7,Needs Attention
C108647,1003,1,5970.48,5529.84,5,2,1,8,Needs Attention
C108648,9,3,114220.29000000001,0.0,1,3,4,8,Needs Attention
C108649,377,3,8267.66,0.0,4,3,2,9,Needs Attention
C108650,41,12,472464.78,6110.48,2,5,5,12,Loyal
C108652,15,14,217728.42,31132.27,1,5,5,11,Loyal
C108653,5,9,186896.79,0.0,1,5,5,11,Loyal
C108654,461,1,870.22,0.0,4,2,1,7,Needs Attention
C108655,538,2,30622.78,0.0,5,3,3,11,Loyal
C108656,15,1,716.11,0.0,1,2,1,4,At Risk
C108657,132,5,54626.46,0.0,3,4,3,10,Loyal
C108658,35,18,341245.7,58688.43,1,5,5,11,Loyal
C108660,86,6,14921.71,882.29,2,4,2,8,Needs Attention
C108661,38,6,114554.68000000001,35973.329999999994,2,4,4,10,Loyal
C108662,396,1,7542.94,0.0,4,2,1,7,Needs Attention
C108663,64,8,73818.59,0.0,2,5,4,11,Loyal
C108664,189,9,219422.96,9283.02,3,5,5,13,Champions
C108665,686,1,63832.87,0.0,5,2,3,10,Loyal
C108668,4,7,43731.68,987.26,1,5,3,9,Needs Attention
C108669,272,1,8675.68,0.0,4,2,2,8,Needs Attention
C108670,278,6,73879.21,2820.96,4,4,4,12,Loyal
C108671,29,8,159824.55000000002,5595.56,1,5,5,11,Loyal
C108672,453,1,26982.01,0.0,4,2,2,8,Needs Attention
C108673,25,2,143117.26,51963.8,1,3,4,8,Needs Attention
C108674,554,2,170063.32,0.0,5,3,5,13,Champions
C108675,80,9,208054.71000000002,0.0,2,5,5,12,Loyal
C108678,631,1,11940.96,0.0,5,2,2,9,Needs Attention
C108679,773,1,873.14,0.0,5,2,1,8,Needs Attention
C108681,62,3,14854.15,0.0,2,3,2,7,Needs Attention
C108682,1070,1,470.02,0.0,5,2,1,8,Needs Attention
C108683,1060,1,6167.3,0.0,5,2,1,8,Needs Attention
C108684,12,2,11914.669999999998,0.0,1,3,2,6,At Risk
C108685,630,1,10800.02,8558.15,5,2,2,9,Needs Attention
C108686,139,11,114387.56,0.0,3,5,4,12,Loyal
C108687,592,1,90630.32,0.0,5,2,4,11,Loyal
C108688,437,4,41462.55,0.0,4,4,3,11,Loyal
C108689,134,2,29081.420000000002,0.0,3,3,3,9,Needs Attention
C108690,24,1,54474.0,0.0,1,2,3,6,At Risk
C108692,34,3,18022.79,0.0,1,3,2,6,At Risk
C108693,799,1,889.3,0.0,5,2,1,8,Needs Attention
C108694,0,119,2297187.12,82177.29,1,5,5,11,Loyal
C108695,513,1,720.94,0.0,4,2,1,7,Needs Attention
C108696,166,7,213713.19,3249.55,3,5,5,13,Champions
C108697,202,2,20833.28,0.0,3,3,2,8,Needs Attention
C108698,52,2,48891.21,0.0,2,3,3,8,Needs Attention
C108701,17,10,150502.12,6015.21,1,5,4,10,Loyal
C108702,141,3,101380.08000000002,0.0,3,3,4,10,Loyal
C108704,95,2,19666.39,0.0,3,3,2,8,Needs Attention
C108705,123,1,1545.08,0.0,3,2,1,6,At Risk
C108706,450,1,60699.07,0.0,4,2,3,9,Needs Attention
C108709,228,4,201159.15,122794.38,3,4,5,12,Loyal
C108710,88,3,51216.380000000005,5075.51,2,3,3,8,Needs Attention
C108711,838,2,50726.01,0.0,5,3,3,11,Loyal
C108712,52,7,63507.68,172.0,2,5,3,10,Loyal
C108713,850,1,4943.3,0.0,5,2,1,8,Needs Attention
C108714,1044,1,105854.93,96850.88,5,2,4,11,Loyal
C108715,10,2,18635.03,15501.1,1,3,2,6,At Risk
C108718,319,2,11363.17,0.0,4,3,2,9,Needs Attention
C108719,292,5,39753.56,0.0,4,4,3,11,Loyal
C108720,126,8,479567.81,63297.58,3,5,5,13,Champions
C108721,389,2,7399.68,0.0,4,3,1,8,Needs Attention
C108722,58,9,120104.41,2091.22,2,5,4,11,Loyal
C108723,193,5,387583.92000000004,0.0,3,4,5,12,Loyal
C108725,674,2,13631.01,0.0,5,3,2,10,Loyal
C108726,51,1,89818.95,83705.27,2,2,4,8,Needs Attention
C108727,598,3,32067.05,0.0,5,3,3,11,Loyal
C108728,359,2,9507.42,0.0,4,3,2,9,Needs Attention
C108729,836,1,8089.04,0.0,5,2,1,8,Needs Attention
C108730,132,5,43439.13,0.0,3,4,3,10,Loyal
C108731,426,1,10081.48,0.0,4,2,2,8,Needs Attention
C108732,296,4,124069.65000000001,0.0,4,4,4,12,Loyal
C108734,37,6,117314.96,0.0,2,4,4,10,Loyal
C108735,434,1,643.24,0.0,4,2,1,7,Needs Attention
C108736,713,3,40094.41,0.0,5,3,3,11,Loyal
C108737,742,1,10528.59,0.0,5,2,2,9,Needs Attention
C108738,301,3,35677.85,25322.21,4,3,3,10,Loyal
C108739,438,2,24682.350000000002,0.0,4,3,2,9,Needs Attention
C108740,465,1,3402.53,0.0,4,2,1,7,Needs Attention
C108741,928,1,64799.9,55793.18,5,2,3,10,Loyal
C108742,506,1,1219.46,0.0,4,2,1,7,Needs Attention
C108743,296,1,5777.88,0.0,4,2,1,7,Needs Attention
C108745,65,1,44892.87,0.0,2,2,3,7,Needs Attention
C108746,975,1,385977.67,0.0,5,2,5,12,Loyal
C108747,277,5,39003.990000000005,0.0,4,4,3,11,Loyal
C108748,151,1,13539.14,0.0,3,2,2,7,Needs Attention
C108750,189,9,262437.99,4420.79,3,5,5,13,Champions
C108752,940,2,131949.86000000002,0.0,5,3,4,12,Loyal
C108753,458,1,7382.85,0.0,4,2,1,7,Needs Attention
C108754,26,13,329634.43,0.0,1,5,5,11,Loyal
C108755,554,2,1884.31,0.0,5,3,1,9,Needs Attention
C108756,41,3,130040.74999999999,9957.25,2,3,4,9,Needs Attention
C108758,79,7,138896.86000000002,5257.39,2,5,4,11,Loyal
C108760,5,8,79060.82,0.0,1,5,4,10,Loyal
C108762,818,1,4451.48,0.0,5,2,1,8,Needs Attention
C108763,430,4,77224.06,0.0,4,4,4,12,Loyal
C108764,86,5,50313.17,27748.239999999998,2,4,3,9,Needs Attention
C108765,591,1,415.65,0.0,5,2,1,8,Needs Attention
C108767,40,3,16531.18,4472.66,2,3,2,7,Needs Attention
C108768,47,1,865.88,0.0,2,2,1,5,At Risk
C108769,343,6,44305.18,0.0,4,4,3,11,Loyal
C108772,1067,1,48796.6,0.0,5,2,3,10,Loyal
C108774,833,1,1339.82,0.0,5,2,1,8,Needs Attention
C108775,47,1,5777.88,0.0,2,2,1,5,At Risk
C108776,779,1,4005.51,3919.93,5,2,1,8,Needs Attention
C108778,21,42,634604.04,137215.97,1,5,5,11,Loyal
C108779,85,3,12906.1,0.0,2,3,2,7,Needs Attention
C108780,399,2,28745.46,0.0,4,3,3,10,Loyal
C108781,456,1,4493.91,0.0,4,2,1,7,Needs Attention
C108782,366,4,22222.4,4489.3,4,4,2,10,Loyal
C108783,77,3,53746.44,453.84,2,3,3,8,Needs Attention
C108784,366,4,55398.09,0.0,4,4,3,11,Loyal
C108785,263,3,75733.75,0.0,4,3,4,11,Loyal
C108786,23,10,164092.66,0.0,1,5,5,11,Loyal
C108788,263,6,256675.54,5716.25,4,4,5,13,Champions
C108790,686,2,63113.63,0.0,5,3,3,11,Loyal
C108792,92,2,109895.44,0.0,3,3,4,10,Loyal
C108794,99,3,69161.54,43067.74,3,3,4,10,Loyal
C108795,714,1,879.19,714.8,5,2,1,8,Needs Attention
C108796,56,3,25847.949999999997,0.0,2,3,2,7,Needs Attention
C108798,66,3,42834.67,2120.87,2,3,3,8,Needs Attention
C108799,495,1,23058.49,0.0,4,2,2,8,Needs Attention
C108800,503,6,49890.19,9445.26,4,4,3,11,Loyal
C108801,423,1,546.75,0.0,4,2,1,7,Needs Attention
C108802,71,4,114449.31,0.0,2,4,4,10,Loyal
C108803,191,4,73223.22,0.0,3,4,4,11,Loyal
C108805,899,1,12535.75,0.0,5,2,2,9,Needs Attention
C108808,325,1,65809.6,0.0,4,2,3,9,Needs Attention
C108809,252,1,756.1,0.0,3,2,1,6,At Risk
C108812,772,1,41194.77,0.0,5,2,3,10,Loyal
C108813,445,3,113669.33,0.0,4,3,4,11,Loyal
C108814,609,3,23945.559999999998,737.31,5,3,2,10,Loyal
C108816,191,5,136276.88,0.0,3,4,4,11,Loyal
C108817,856,1,1222.69,0.0,5,2,1,8,Needs Attention
C108818,953,1,9663.17,0.0,5,2,2,9,Needs Attention
C108820,397,3,14112.460000000001,0.0,4,3,2,9,Needs Attention
C108822,147,4,57684.96,0.0,3,4,3,10,Loyal
C108823,809,1,6163.08,0.0,5,2,1,8,Needs Attention
C108824,37,7,114484.06,0.0,2,5,4,11,Loyal
C108825,581,1,4814.9,0.0,5,2,1,8,Needs Attention
C108826,54,3,100451.36,0.0,2,3,4,9,Needs Attention
C108827,13,7,216363.14,0.0,1,5,5,11,Loyal
C108828,87,12,391590.29000000004,0.0,2,5,5,12,Loyal
C108829,30,3,97383.61,57062.43,1,3,4,8,Needs Attention
C108830,432,1,61489.3,50021.27,4,2,3,9,Needs Attention
C108831,534,1,5906.28,0.0,5,2,1,8,Needs Attention
C108832,33,32,773215.45,30287.6,1,5,5,11,Loyal
C108833,288,1,5456.89,0.0,4,2,1,7,Needs Attention
C108834,341,1,4940.8,0.0,4,2,1,7,Needs Attention
C108835,217,4,97852.76,0.0,3,4,4,11,Loyal
C108837,540,3,112719.01999999999,0.0,5,3,4,12,Loyal
C108838,41,6,98136.01,16735.370000000003,2,4,4,10,Loyal
C108841,1,1,5215.64,0.0,1,2,1,4,At Risk
C108842,21,17,146178.65,2192.43,1,5,4,10,Loyal
C108843,101,2,6479.68,0.0,3,3,1,7,Needs Attention
C108845,57,4,23204.2,4802.34,2,4,2,8,Needs Attention
C108847,950,1,4403.68,0.0,5,2,1,8,Needs Attention
C108848,32,3,118861.99,5830.84,1,3,4,8,Needs Attention
C108849,534,3,16834.91,0.0,5,3,2,10,Loyal
C108852,75,1,983.52,0.0,2,2,1,5,At Risk
C108854,494,1,79285.82,0.0,4,2,4,10,Loyal
C108855,506,2,109040.08,845.33,4,3,4,11,Loyal
C108856,171,8,249760.65,49126.73,3,5,5,13,Champions
C108857,983,1,73925.07,0.0,5,2,4,11,Loyal
C108858,788,1,1777.12,0.0,5,2,1,8,Needs Attention
C108859,364,2,5542.48,0.0,4,3,1,8,Needs Attention
C108860,90,2,11924.9,0.0,2,3,2,7,Needs Attention
C108861,461,3,8748.61,0.0,4,3,2,9,Needs Attention
C108863,735,1,21185.57,0.0,5,2,2,9,Needs Attention
C108864,813,1,5970.48,0.0,5,2,1,8,Needs Attention
C108865,35,4,35865.68,10715.28,1,4,3,8,Needs Attention
C108866,46,8,187695.05,16476.03,2,5,5,12,Loyal
C108868,0,9,326500.51,4610.35,1,5,5,11,Loyal
C108869,1095,1,5906.28,0.0,5,2,1,8,Needs Attention
C108872,39,1,35522.23,0.0,2,2,3,7,Needs Attention
C108873,115,9,171076.85,26845.81,3,5,5,13,Champions
C108874,289,1,2058.51,0.0,4,2,1,7,Needs Attention
C108875,209,1,31237.75,0.0,3,2,3,8,Needs Attention
C108876,12,33,788171.52,15205.11,1,5,5,11,Loyal
C108877,415,2,6637.89,5817.17,4,3,1,8,Needs Attention
C108880,54,4,25295.91,0.0,2,4,2,8,Needs Attention
C108881,76,7,53308.03,14502.669999999998,2,5,3,10,Loyal
C108882,702,2,18665.22,0.0,5,3,2,10,Loyal
C108883,623,2,71758.51000000001,0.0,5,3,4,12,Loyal
C108884,316,4,32481.539999999997,11167.25,4,4,3,11,Loyal
C108886,26,5,289808.59,0.0,1,4,5,10,Loyal
C108888,36,8,216447.66,4573.81,1,5,5,11,Loyal
C108889,47,6,45634.64,3542.3,2,4,3,9,Needs Attention
C108890,63,14,393171.35,41310.48,2,5,5,12,Loyal
C108891,122,4,25810.4,0.0,3,4,2,9,Needs Attention
C108892,449,2,13085.400000000001,0.0,4,3,2,9,Needs Attention
C108893,209,3,51797.509999999995,0.0,3,3,3,9,Needs Attention
C108894,556,1,55506.84,0.0,5,2,3,10,Loyal
C108895,78,8,51983.95,0.0,2,5,3,10,Loyal
C108896,337,2,285734.11,0.0,4,3,5,12,Loyal
C108897,79,14,602566.26,327793.01,2,5,5,12,Loyal
C108898,4,8,136874.66,27239.1,1,5,4,10,Loyal
C108899,112,3,335560.67,16706.23,3,3,5,11,Loyal
C108900,200,3,22968.47,0.0,3,3,2,8,Needs Attention
C108901,174,5,49199.23,5305.53,3,4,3,10,Loyal
C108903,1071,1,382.13,0.0,5,2,1,8,Needs Attention
C108904,407,4,50205.380000000005,0.0,4,4,3,11,Loyal
C108905,751,2,3657.2400000000002,0.0,5,3,1,9,Needs Attention
C108908,62,4,14344.73,0.0,2,4,2,8,Needs Attention
C108909,62,11,221008.13,104116.65,2,5,5,12,Loyal
C108910,316,3,47638.97,0.0,4,3,3,10,Loyal
C108911,228,2,40736.42,0.0,3,3,3,9,Needs Attention
C108912,499,1,14117.83,0.0,4,2,2,8,Needs Attention
C108913,22,36,698973.22,87036.7,1,5,5,11,Loyal
C108914,182,3,16178.07,0.0,3,3,2,8,Needs Attention
C108915,370,3,62553.41,0.0,4,3,3,10,Loyal
C108916,202,1,5636.78,0.0,3,2,1,6,At Risk
C108917,25,3,58615.84,0.0,1,3,3,7,Needs Attention
C108918,85,21,339677.33,20563.86,2,5,5,12,Loyal
C108919,798,1,58650.22,58244.74,5,2,3,10,Loyal
C108922,92,15,607267.25,63100.54,3,5,5,13,Champions
C108923,164,4,18015.8,1579.39,3,4,2,9,Needs Attention
C108924,77,5,21857.329999999998,0.0,2,4,2,8,Needs Attention
C108925,961,1,12490.01,0.0,5,2,2,9,Needs Attention
C108926,578,1,5906.28,0.0,5,2,1,8,Needs Attention
C108927,219,9,81371.06999999999,4219.05,3,5,4,12,Loyal
C108929,157,1,43380.57,0.0,3,2,3,8,Needs Attention
C108930,401,1,674.75,0.0,4,2,1,7,Needs Attention
C108932,383,1,36935.94,0.0,4,2,3,9,Needs Attention
C108933,1072,1,5400.01,0.0,5,2,1,8,Needs Attention
C108934,66,7,34468.130000000005,4243.65,2,5,3,10,Loyal
C108935,4,241,6203554.51,130277.03000000001,1,5,5,11,Loyal
C108937,63,1,4493.91,0.0,2,2,1,5,At Risk
C108938,515,1,25679.48,0.0,4,2,2,8,Needs Attention
C108939,465,3,51465.4,0.0,4,3,3,10,Loyal
C108940,15,106,2630159.63,101893.12999999999,1,5,5,11,Loyal
C108944,293,1,3980.32,0.0,4,2,1,7,Needs Attention
C108946,6,5,75185.1,6443.400000000001,1,4,4,9,Needs Attention
C108948,704,1,6225.31,0.0,5,2,1,8,Needs Attention
C108949,429,4,110734.96,0.0,4,4,4,12,Loyal
C108950,277,3,34372.92,0.0,4,3,3,10,Loyal
C108951,415,2,22636.449999999997,0.0,4,3,2,9,Needs Attention
C108952,29,1,4943.3,0.0,1,2,1,4,At Risk
C108953,436,3,51741.66,0.0,4,3,3,10,Loyal
C108954,855,1,6242.55,0.0,5,2,1,8,Needs Attention
C108955,92,1,121904.25,0.0,3,2,4,9,Needs Attention
C108957,753,1,54165.97,53607.12,5,2,3,10,Loyal
C108960,35,6,39385.22,0.0,1,4,3,8,Needs Attention
C108961,45,10,98759.12000000001,0.0,2,5,4,11,Loyal
C108963,13,13,191469.36000000002,0.0,1,5,5,11,Loyal
C108965,217,1,1691.69,0.0,3,2,1,6,At Risk
C108966,220,2,4917.4,0.0,3,3,1,7,Needs Attention
C108967,257,2,80528.79999999999,0.0,3,3,4,10,Loyal
C108969,188,1,48194.14,0.0,3,2,3,8,Needs Attention
C108970,569,1,1814.45,0.0,5,2,1,8,Needs Attention
C108971,139,7,193767.42,648.64,3,5,5,13,Champions
C108973,378,2,268536.68,0.0,4,3,5,12,Loyal
C108974,25,1,8753.05,0.0,1,2,2,5,At Risk
C108977,313,3,25194.96,0.0,4,3,2,9,Needs Attention
C108978,17,11,311959.6,94600.33,1,5,5,11,Loyal
C108981,918,1,4070.93,0.0,5,2,1,8,Needs Attention
C108982,201,1,9219.57,0.0,3,2,2,7,Needs Attention
C108983,51,20,474512.22,5071.03,2,5,5,12,Loyal
C108984,380,2,19484.89,0.0,4,3,2,9,Needs Attention
C108985,34,6,85933.38,0.0,1,4,4,9,Needs Attention
C108986,47,22,584032.72,88944.66,2,5,5,12,Loyal
C108987,11,5,47624.619999999995,5028.61,1,4,3,8,Needs Attention
C108988,430,3,21564.449999999997,820.05,4,3,2,9,Needs Attention
C108989,9,11,163470.68,0.0,1,5,5,11,Loyal
C108990,273,1,52163.07,0.0,4,2,3,9,Needs Attention
C108991,76,5,91992.72,9613.21,2,4,4,10,Loyal
C108992,224,3,44861.39,0.0,3,3,3,9,Needs Attention
C108993,811,1,88081.77,0.0,5,2,4,11,Loyal
C108994,817,1,3084.33,0.0,5,2,1,8,Needs Attention
C108995,408,1,55079.92,0.0,4,2,3,9,Needs Attention
C108996,26,7,134633.41,89762.48000000001,1,5,4,10,Loyal
C108998,15,26,599894.28,171586.25,1,5,5,11,Loyal
C108999,262,3,119087.69,20196.54,4,3,4,11,Loyal
C109001,221,3,54614.05,0.0,3,3,3,9,Needs Attention
C109003,16,5,109329.56999999999,1327.56,1,4,4,9,Needs Attention
C109005,417,3,18073.84,0.0,4,3,2,9,Needs Attention
C109006,41,3,14577.71,0.0,2,3,2,7,Needs Attention
C109010,12,9,144380.14,7833.4,1,5,4,10,Loyal
C109011,4,75,1701639.84,169611.57,1,5,5,11,Loyal
C109013,26,8,48788.99,0.0,1,5,3,9,Needs Attention
C109015,465,2,40751.18,0.0,4,3,3,10,Loyal
C109016,241,6,31452.68,10863.95,3,4,3,10,Loyal
C109017,325,1,23881.92,0.0,4,2,2,8,Needs Attention
C109018,10,46,963569.13,139683.63,1,5,5,11,Loyal
C109019,400,1,6419.87,0.0,4,2,1,7,Needs Attention
C109020,41,6,129921.79999999999,0.0,2,4,4,10,Loyal
C109021,184,1,4473.55,0.0,3,2,1,6,At Risk
C109022,191,7,262123.96,14318.05,3,5,5,13,Champions
C109023,544,1,3691.43,0.0,5,2,1,8,Needs Attention
C109024,949,1,5007.5,0.0,5,2,1,8,Needs Attention
C109025,227,2,116042.09000000001,0.0,3,3,4,10,Loyal
C109027,32,4,98782.48000000001,0.0,1,4,4,9,Needs Attention
C109028,40,1,17151.26,0.0,2,2,2,6,At Risk
C109029,2,38,946663.34,232773.91999999998,1,5,5,11,Loyal
C109032,410,4,91936.15,0.0,4,4,4,12,Loyal
C109033,45,1,71238.05,0.0,2,2,4,8,Needs Attention
C109034,444,3,65262.08,0.0,4,3,3,10,Loyal
C109037,119,8,42983.19,4926.7,3,5,3,11,Loyal
C109039,695,1,6098.88,0.0,5,2,1,8,Needs Attention
C109041,347,2,2966.64,0.0,4,3,1,8,Needs Attention
C109042,582,1,27760.78,0.0,5,2,2,9,Needs Attention
C109043,595,3,28170.620000000003,11657.16,5,3,3,11,Loyal
C109044,186,9,197821.41,0.0,3,5,5,13,Champions
C109045,771,1,5906.28,0.0,5,2,1,8,Needs Attention
C109046,65,11,204970.2,9787.369999999999,2,5,5,12,Loyal
C109047,360,3,12256.41,3142.01,4,3,2,9,Needs Attention
C109049,802,1,14835.81,0.0,5,2,2,9,Needs Attention
C109050,231,2,46481.22,37268.7,3,3,3,9,Needs Attention
C109051,1051,1,5777.88,0.0,5,2,1,8,Needs Attention
C109052,885,1,61063.24,0.0,5,2,3,10,Loyal
C109054,46,2,32667.809999999998,0.0,2,3,3,8,Needs Attention
C109055,250,1,4686.51,0.0,3,2,1,6,At Risk
C109057,1050,1,6259.37,0.0,5,2,1,8,Needs Attention
C109059,55,6,87687.81999999999,6266.98,2,4,4,10,Loyal
C109061,33,5,52373.22000000001,1735.82,1,4,3,8,Needs Attention
C109063,152,6,68595.35,0.0,3,4,4,11,Loyal
C109064,81,3,57673.03,0.0,2,3,3,8,Needs Attention
C109065,316,2,16701.52,0.0,4,3,2,9,Needs Attention
C109066,632,4,32202.620000000003,0.0,5,4,3,12,Loyal
C109067,505,2,16344.14,0.0,4,3,2,9,Needs Attention
C109068,69,2,18282.67,0.0,2,3,2,7,Needs Attention
C109070,242,3,38373.93,0.0,3,3,3,9,Needs Attention
C109072,730,2,32254.53,0.0,5,3,3,11,Loyal
C109073,82,11,92944.65,10569.29,2,5,4,11,Loyal
C109074,36,2,39923.03,0.0,1,3,3,7,Needs Attention
C109075,44,2,77578.68,0.0,2,3,4,9,Needs Attention
C109076,148,6,218985.06,0.0,3,4,5,12,Loyal
C109077,428,2,252326.01,0.0,4,3,5,12,Loyal
C109079,415,3,25830.54,4612.13,4,3,2,9,Needs Attention
C109080,123,2,15821.349999999999,0.0,3,3,2,8,Needs Attention
C109083,102,1,2446.01,0.0,3,2,1,6,At Risk
C109084,55,8,152884.98,0.0,2,5,4,11,Loyal
C109085,396,1,5649.49,0.0,4,2,1,7,Needs Attention
C109086,337,1,5906.28,0.0,4,2,1,7,Needs Attention
C109087,405,1,3338.33,0.0,4,2,1,7,Needs Attention
C109088,8,3,56550.17,0.0,1,3,3,7,Needs Attention
C109089,237,2,15184.5,0.0,3,3,2,8,Needs Attention
C109090,212,3,55108.689999999995,0.0,3,3,3,9,Needs Attention
C109093,149,6,138958.59999999998,453.64,3,4,4,11,Loyal
C109094,19,3,42112.66,0.0,1,3,3,7,Needs Attention
C109095,37,11,138545.02000000002,4595.78,2,5,4,11,Loyal
C109096,212,2,81175.16,0.0,3,3,4,10,Loyal
C109097,777,1,3814.25,0.0,5,2,1,8,Needs Attention
C109099,260,2,2178.46,0.0,4,3,1,8,Needs Attention
C109101,342,1,1478.03,1253.41,4,2,1,7,Needs Attention
C109102,604,1,6098.88,0.0,5,2,1,8,Needs Attention
C109103,350,7,16189.6,0.0,4,5,2,11,Loyal
C109104,63,2,49410.87,34378.07,2,3,3,8,Needs Attention
C109105,68,16,248372.8,42102.24,2,5,5,12,Loyal
C109106,124,4,49736.69,0.0,3,4,3,10,Loyal
C109107,217,2,5965.9,1904.69,3,3,1,7,Needs Attention
C109109,687,1,1482.6,1416.56,5,2,1,8,Needs Attention
C109112,556,1,632.23,0.0,5,2,1,8,Needs Attention
C109113,260,3,41054.74,9555.96,4,3,3,10,Loyal
C109115,43,2,24359.059999999998,0.0,2,3,2,7,Needs Attention
C109116,6,1,9625.54,0.0,1,2,2,5,At Risk
C109118,477,2,11716.26,5956.74,4,3,2,9,Needs Attention
C109119,595,1,6419.87,5690.18,5,2,1,8,Needs Attention
C109120,150,6,289929.5,2294.81,3,4,5,12,Loyal
C109121,335,1,1453.18,0.0,4,2,1,7,Needs Attention
C109126,45,5,43739.71,0.0,2,4,3,9,Needs Attention
C109127,99,1,5135.9,0.0,3,2,1,6,At Risk
C109128,398,1,5379.04,0.0,4,2,1,7,Needs Attention
C109130,209,7,146854.68,0.0,3,5,4,12,Loyal
C109132,170,2,47431.17,0.0,3,3,3,9,Needs Attention
C109133,67,7,149913.07,0.0,2,5,4,11,Loyal
C109134,804,1,6419.87,0.0,5,2,1,8,Needs Attention
C109136,28,12,429952.33,0.0,1,5,5,11,Loyal
C109138,17,4,26220.49,3375.15,1,4,2,7,Needs Attention
C109139,185,2,132906.69,0.0,3,3,4,10,Loyal
C109140,169,2,57805.81,0.0,3,3,3,9,Needs Attention
C109141,427,1,11072.04,0.0,4,2,2,8,Needs Attention
C109142,72,6,286885.19,0.0,2,4,5,11,Loyal
C109143,142,5,195457.30000000002,95781.2,3,4,5,12,Loyal
C109144,946,1,1933.36,1616.39,5,2,1,8,Needs Attention
C109145,205,1,6419.87,0.0,3,2,1,6,At Risk
C109146,74,1,4940.8,4905.23,2,2,1,5,At Risk
C109148,219,2,27630.12,0.0,3,3,2,8,Needs Attention
C109149,185,1,38447.59,31314.05,3,2,3,8,Needs Attention
C109150,56,1,4184.41,0.0,2,2,1,5,At Risk
C109151,23,2,116093.66,0.0,1,3,4,8,Needs Attention
C109152,949,1,6259.37,0.0,5,2,1,8,Needs Attention
C109153,11,6,105837.33,0.0,1,4,4,9,Needs Attention
C109154,390,2,7763.72,1416.16,4,3,1,8,Needs Attention
C109155,108,18,510243.49,0.0,3,5,5,13,Champions
C109156,36,25,498991.9,15345.250000000002,1,5,5,11,Loyal
C109158,465,1,3659.33,0.0,4,2,1,7,Needs Attention
C109162,521,1,3682.65,0.0,4,2,1,7,Needs Attention
C109163,38,13,113354.93,0.0,2,5,4,11,Loyal
C109164,43,2,14701.509999999998,0.0,2,3,2,7,Needs Attention
C109165,5,13,194832.07,14601.43,1,5,5,11,Loyal
C109167,10,3,22006.79,8743.41,1,3,2,6,At Risk
C109168,382,4,38274.52,4546.74,4,4,3,11,Loyal
C109169,380,4,15057.19,0.0,4,4,2,10,Loyal
C109170,39,4,14495.720000000001,0.0,2,4,2,8,Needs Attention
C109171,84,3,131321.35,0.0,2,3,4,9,Needs Attention
C109172,627,2,5389.06,0.0,5,3,1,9,Needs Attention
C109173,8,29,421528.20999999996,11515.13,1,5,5,11,Loyal
C109174,66,6,163087.24,0.0,2,4,5,11,Loyal
C109175,30,4,37609.06,0.0,1,4,3,8,Needs Attention
C109179,117,4,49813.44,0.0,3,4,3,10,Loyal
C109180,907,1,2550.83,0.0,5,2,1,8,Needs Attention
C109181,19,5,100863.2,0.0,1,4,4,9,Needs Attention
C109183,9,4,224859.06999999998,0.0,1,4,5,10,Loyal
C109184,246,2,26465.08,0.0,3,3,2,8,Needs Attention
C109187,229,6,150919.63,36049.83,3,4,4,11,Loyal
C109188,26,16,292527.86,15656.05,1,5,5,11,Loyal
C109190,722,1,52684.76,0.0,5,2,3,10,Loyal
C109192,80,3,73196.53,0.0,2,3,4,9,Needs Attention
C109194,41,6,137761.32,0.0,2,4,4,10,Loyal
C109196,450,2,11557.97,0.0,4,3,2,9,Needs Attention
C109197,413,1,25679.48,0.0,4,2,2,8,Needs Attention
C109201,722,1,4289.76,0.0,5,2,1,8,Needs Attention
C109202,146,2,7851.26,0.0,3,3,1,7,Needs Attention
C109205,826,1,34912.78,0.0,5,2,3,10,Loyal
C109207,681,1,2330.81,2190.85,5,2,1,8,Needs Attention
C109208,568,3,22413.350000000002,0.0,5,3,2,10,Loyal
C109209,32,3,54946.49,0.0,1,3,3,7,Needs Attention
C109210,179,2,83285.97,0.0,3,3,4,10,Loyal
C109211,339,11,106782.09,2509.46,4,5,4,13,Champions
C109212,325,3,58216.54,0.0,4,3,3,10,Loyal
C109213,213,9,187961.95,0.0,3,5,5,13,Champions
C109215,227,8,165152.85,0.0,3,5,5,13,Champions
C109216,370,1,1664.59,0.0,4,2,1,7,Needs Attention
C109217,35,9,67904.82,0.0,1,5,3,9,Needs Attention
C109218,14,5,73862.49,0.0,1,4,4,9,Needs Attention
C109219,28,67,1432473.09,50033.47,1,5,5,11,Loyal
C109221,798,1,11234.77,0.0,5,2,2,9,Needs Attention
