order_id,order_date,customer_id,product_id,seller_id,quantity,discount_pct,campaign,shipping_mode,order_status,gross_sales,discount_amount,net_sales,cost_amount,refund_amount,profit,promised_delivery_date,actual_delivery_date,shipping_delay_flag,fulfillment_days
O555508,2023-06-17 02:57:00,C108741,P200239,S3030,1,0.0,None,Standard,Returned,64799.9,0.0,64799.9,52293.52,55793.18,-1441.91,2023-06-23,2023-06-22,0,5
O555509,2023-05-26 01:56:00,C104992,P200161,S3054,2,0.15,None,Express,Delivered,10670.44,1600.57,9069.87,4689.12,0.0,4380.75,2023-05-29,2023-05-30,1,4
O555510,2025-09-18 06:42:00,C104992,P200334,S3100,1,0.2,None,Standard,Delivered,15437.9,3087.58,12350.32,11349.94,0.0,1000.38,2025-09-24,2025-09-25,1,7
O555511,2023-09-22 09:58:00,C110163,P200600,S3080,1,0.1,None,Standard,Delivered,6419.87,641.99,5777.88,3495.62,0.0,2282.26,2023-09-28,2023-09-28,0,6
O555512,2023-12-22 21:30:00,C104309,P200517,S3079,2,0.08,Big Billion Days,Express,Delivered,4059.98,324.8,3735.18,3062.85,0.0,672.33,2023-12-25,2023-12-24,0,2
O555513,2025-08-01 08:45:00,C101212,P200600,S3014,2,0.07,Diwali Fest,Standard,Returned,12839.74,898.78,11940.96,7224.28,10849.86,2004.21,2025-08-07,2025-08-06,0,5
O555514,2023-06-27 12:17:00,C101117,P200600,S3006,2,0.225,Monsoon Mania,Standard,Delivered,12839.74,2888.94,9950.8,6020.23,0.0,3930.57,2023-07-03,2023-07-02,0,5
O555515,2023-06-17 18:04:00,C101335,P200406,S3033,1,0.2,None,Standard,Delivered,356.81,71.36,285.45,151.86,0.0,133.59,2023-06-23,2023-06-23,0,6
O555516,2023-11-21 00:19:00,C100445,P200388,S3030,2,0.05,None,Express,Delivered,5077.48,253.87,4823.61,3034.05,0.0,1789.56,2023-11-24,2023-11-24,0,3
O555517,2024-03-11 07:32:00,C109253,P200600,S3111,1,0.2,None,Standard,Delivered,6419.87,1283.97,5135.9,3107.22,0.0,2028.68,2024-03-17,2024-03-16,0,5
O555518,2023-07-30 15:20:00,C105179,P200041,S3074,1,0.3,None,Standard,Delivered,69383.55,20815.06,48568.49,43323.09,0.0,5245.4,2023-08-05,2023-08-05,0,6
O555519,2023-11-29 07:29:00,C108913,P200600,S3080,1,0.18,Summer Sale,Standard,Delivered,6419.87,1155.58,5264.29,3184.9,0.0,2079.39,2023-12-05,2023-12-05,0,6
O555520,2025-06-26 06:13:00,C102083,P200600,S3106,1,0.15,None,Standard,Delivered,6419.87,962.98,5456.89,3301.42,0.0,2155.47,2025-07-02,2025-07-02,0,6
O555521,2023-03-29 10:40:00,C106198,P200536,S3088,1,0.22,Republic Day,Standard,Delivered,55910.22,12300.25,43609.97,39946.73,0.0,3663.24,2023-04-04,2023-04-05,1,7
O555522,2025-10-15 08:11:00,C107855,P200506,S3034,1,0.2,None,Standard,Delivered,4782.67,956.53,3826.14,2483.16,0.0,1342.98,2025-10-21,2025-10-20,0,5
O555523,2024-07-28 20:03:00,C100167,P200063,S3105,1,0.0,None,Same Day,Delivered,44265.89,0.0,44265.89,38422.79,0.0,5843.1,2024-07-29,2024-07-30,1,2
O555524,2023-04-27 15:35:00,C110516,P200033,S3111,1,0.0,None,Express,Delivered,2685.22,0.0,2685.22,1801.78,0.0,883.44,2023-04-30,2023-04-30,0,3
O555525,2023-02-02 08:05:00,C104228,P200600,S3023,1,0.22,Republic Day,Standard,Delivered,6419.87,1412.37,5007.5,3029.54,0.0,1977.96,2023-02-08,2023-02-09,1,7
O555526,2025-03-28 00:06:00,C102084,P200024,S3009,2,0.24000000000000002,Year End,Express,Delivered,75031.96,18007.67,57024.29,48128.5,0.0,8895.79,2025-03-31,2025-03-30,0,2
O555527,2024-11-03 09:01:00,C102043,P200058,S3059,1,0.07,Diwali Fest,Standard,Delivered,58876.05,4121.32,54754.73,44296.58,0.0,10458.15,2024-11-09,2024-11-08,0,5
O555528,2025-05-07 07:06:00,C102606,P200332,S3091,1,0.0,None,Express,Delivered,16937.03,0.0,16937.03,11534.12,0.0,5402.91,2025-05-10,2025-05-11,1,4
O555529,2025-09-03 22:33:00,C103340,P200364,S3098,1,0.03,Summer Sale,Standard,Cancelled,643.24,19.3,623.94,499.15,0.0,124.79,2025-09-09,2025-09-09,0,6
O555530,2023-03-26 05:42:00,C101574,P200033,S3102,2,0.03,Summer Sale,Standard,Delivered,5370.44,161.11,5209.33,3495.46,0.0,1713.87,2023-04-01,2023-03-31,0,5
O555531,2023-07-30 18:23:00,C108120,P200063,S3075,1,0.2,None,Standard,Delivered,44265.89,8853.18,35412.71,30738.23,0.0,4674.48,2023-08-05,2023-08-06,1,7
O555532,2024-07-26 02:28:00,C105606,P200053,S3092,2,0.225,Monsoon Mania,Standard,Returned,8060.16,1813.54,6246.62,3991.59,5200.94,954.79,2024-08-01,2024-07-31,0,5
O555533,2023-01-06 07:50:00,C110703,P200137,S3112,1,0.32999999999999996,Summer Sale,Express,Delivered,1366.0,450.78,915.22,513.44,0.0,401.78,2023-01-09,2023-01-09,0,3
O555534,2024-06-20 10:40:00,C109806,P200517,S3034,1,0.0,None,Standard,Delivered,2029.99,0.0,2029.99,1664.59,0.0,365.4,2024-06-26,2024-06-27,1,7
O555535,2023-05-21 10:39:00,C107687,P200600,S3099,1,0.1,None,Standard,Delivered,6419.87,641.99,5777.88,3495.62,0.0,2282.26,2023-05-27,2023-05-27,0,6
O555536,2025-11-27 09:06:00,C108162,P200216,S3088,1,0.05,None,Express,Delivered,21907.06,1095.35,20811.71,19125.96,0.0,1685.75,2025-11-30,2025-11-30,0,3
O555537,2025-10-14 12:26:00,C107807,P200600,S3056,1,0.05,None,Standard,Delivered,6419.87,320.99,6098.88,3689.82,0.0,2409.06,2025-10-20,2025-10-20,0,6
O555538,2025-12-23 09:36:00,C103854,P200273,S3009,1,0.07,Diwali Fest,Express,Delivered,42468.83,2972.82,39496.01,31162.35,0.0,8333.66,2025-12-26,2025-12-26,0,3
O555539,2023-04-12 20:52:00,C100018,P200268,S3068,1,0.175,Monsoon Mania,Express,Delivered,5412.03,947.11,4464.92,2344.08,0.0,2120.84,2023-04-15,2023-04-16,1,4
O555540,2023-06-07 03:24:00,C100701,P200216,S3046,1,0.28,Big Billion Days,Standard,Delivered,21907.06,6133.98,15773.08,14495.46,0.0,1277.62,2023-06-13,2023-06-12,0,5
O555541,2024-10-05 22:30:00,C102255,P200330,S3057,1,0.25,None,Standard,Delivered,14299.54,3574.88,10724.66,9083.79,0.0,1640.87,2024-10-11,2024-10-10,0,5
O555542,2025-04-06 15:23:00,C106707,P200512,S3055,1,0.2,None,Express,Delivered,3588.14,717.63,2870.51,1538.59,0.0,1331.92,2025-04-09,2025-04-08,0,2
O555543,2025-09-02 17:20:00,C103770,P200070,S3009,1,0.225,Monsoon Mania,Same Day,Delivered,55454.92,12477.36,42977.56,34167.16,0.0,8810.4,2025-09-03,2025-09-05,1,3
O555544,2024-07-19 10:14:00,C110007,P200600,S3058,2,0.22999999999999998,Big Billion Days,Standard,Delivered,12839.74,2953.14,9886.6,5981.39,0.0,3905.21,2024-07-25,2024-07-25,0,6
O555545,2023-04-16 08:41:00,C105898,P200033,S3001,1,0.0,None,Standard,Delivered,2685.22,0.0,2685.22,1801.78,0.0,883.44,2023-04-22,2023-04-21,0,5
O555546,2024-12-22 01:31:00,C105168,P200118,S3096,1,0.05,None,Standard,Delivered,1779.71,88.99,1690.72,1575.75,0.0,114.97,2024-12-28,2024-12-29,1,7
O555547,2025-11-16 17:46:00,C107783,P200637,S3096,1,0.05,None,Standard,Delivered,28230.88,1411.54,26819.34,23976.49,0.0,2842.85,2025-11-22,2025-11-23,1,7
O555548,2025-12-15 04:58:00,C101173,P200600,S3043,1,0.07500000000000001,Monsoon Mania,Standard,Delivered,6419.87,481.49,5938.38,3592.72,0.0,2345.66,2025-12-21,2025-12-20,0,5
O555549,2024-12-26 10:55:00,C111389,P200239,S3078,3,0.28,Summer Sale,Standard,Delivered,194399.7,54431.92,139967.78,112954.0,0.0,27013.78,2025-01-01,2025-01-01,0,6
O555550,2025-10-29 09:06:00,C105971,P200328,S3061,1,0.28,Summer Sale,Express,Delivered,770.01,215.6,554.41,441.86,0.0,112.55,2025-11-01,2025-10-31,0,2
O555551,2024-12-01 21:28:00,C100461,P200600,S3080,1,0.28,Summer Sale,Standard,Delivered,6419.87,1797.56,4622.31,2796.5,0.0,1825.81,2024-12-07,2024-12-09,1,8
O555552,2025-05-02 04:04:00,C101173,P200600,S3066,1,0.08,Big Billion Days,Standard,Delivered,6419.87,513.59,5906.28,3573.3,0.0,2332.98,2025-05-08,2025-05-07,0,5
O555553,2023-02-27 17:48:00,C105140,P200447,S3037,2,0.08,Big Billion Days,Express,Delivered,31981.68,2558.53,29423.15,19507.55,0.0,9915.6,2023-03-02,2023-03-03,1,4
O555554,2025-06-11 20:41:00,C111514,P200155,S3009,1,0.12000000000000001,Republic Day,Same Day,Delivered,5869.53,704.34,5165.19,2613.59,0.0,2551.6,2025-06-12,2025-06-13,1,2
O555555,2025-07-24 20:36:00,C106401,P200268,S3105,2,0.05,None,Standard,Delivered,10824.06,541.2,10282.86,5398.5,0.0,4884.36,2025-07-30,2025-07-31,1,7
O555556,2023-10-27 05:50:00,C111314,P200025,S3061,1,0.02,Republic Day,Standard,Returned,6564.38,131.29,6433.09,3197.25,6309.83,1658.38,2023-11-02,2023-11-01,0,5
O555557,2025-10-22 03:09:00,C100419,P200115,S3023,1,0.15,None,Standard,Delivered,5833.8,875.07,4958.73,2276.06,0.0,2682.67,2025-10-28,2025-10-27,0,5
O555558,2024-06-22 06:17:00,C103828,P200600,S3100,1,0.03,Summer Sale,Standard,Delivered,6419.87,192.6,6227.27,3767.5,0.0,2459.77,2024-06-28,2024-06-28,0,6
O555559,2023-10-22 02:48:00,C106826,P200197,S3070,1,0.25,None,Standard,Delivered,879.19,219.8,659.39,420.69,0.0,238.7,2023-10-28,2023-10-27,0,5
O555560,2024-08-23 19:29:00,C104149,P200007,S3069,1,0.18,Big Billion Days,Standard,Delivered,83005.95,14941.07,68064.88,58535.8,0.0,9529.08,2024-08-29,2024-08-28,0,5
O555561,2023-08-29 08:48:00,C102505,P200431,S3112,1,0.0,None,Express,Delivered,6766.64,0.0,6766.64,4831.38,0.0,1935.26,2023-09-01,2023-09-02,1,4
O555562,2025-09-30 11:57:00,C106545,P200328,S3044,2,0.25,None,Express,Delivered,1540.02,385.0,1155.02,920.55,0.0,234.47,2025-10-03,2025-10-03,0,3
O555563,2025-08-02 16:37:00,C109817,P200431,S3027,1,0.15,None,Standard,Delivered,6766.64,1015.0,5751.64,4106.67,0.0,1644.97,2025-08-08,2025-08-07,0,5
O555564,2025-04-10 07:09:00,C107644,P200161,S3114,1,0.225,Monsoon Mania,Express,Delivered,5335.22,1200.42,4134.8,2137.69,0.0,1997.11,2025-04-13,2025-04-13,0,3
O555565,2024-07-21 02:04:00,C103413,P200429,S3059,1,0.18,Summer Sale,Standard,Returned,13331.65,2399.7,10931.95,7925.66,8538.17,871.75,2024-07-27,2024-07-27,0,6
O555566,2023-06-25 01:48:00,C108868,P200319,S3096,2,0.0,None,Same Day,Delivered,136560.24,0.0,136560.24,112798.76,0.0,23761.48,2023-06-26,2023-06-27,1,2
O555567,2023-03-17 01:03:00,C104753,P200007,S3040,2,0.225,Monsoon Mania,Express,Delivered,166011.9,37352.68,128659.22,110646.93,0.0,18012.29,2023-03-20,2023-03-20,0,3
O555568,2024-07-05 10:59:00,C102928,P200161,S3017,4,0.13,Summer Sale,Express,Delivered,21340.88,2774.31,18566.57,9598.92,0.0,8967.65,2024-07-08,2024-07-08,0,3
O555569,2024-03-15 05:47:00,C104185,P200016,S3099,2,0.025,Monsoon Mania,Express,Delivered,4036.44,100.91,3935.53,3148.42,0.0,787.11,2024-03-18,2024-03-19,1,4
O555570,2023-05-20 16:13:00,C107380,P200078,S3017,1,0.25,None,Standard,Delivered,3343.36,835.84,2507.52,2214.14,0.0,293.38,2023-05-26,2023-05-25,0,5
O555571,2023-10-03 00:47:00,C104530,P200488,S3046,1,0.04,Year End,Express,Delivered,2168.92,86.76,2082.16,1332.58,0.0,749.58,2023-10-06,2023-10-05,0,2
O555572,2025-05-02 00:19:00,C109374,P200041,S3072,1,0.02,Republic Day,Standard,Delivered,69383.55,1387.67,67995.88,60652.32,0.0,7343.56,2025-05-08,2025-05-09,1,7
O555573,2025-02-06 23:11:00,C110376,P200041,S3042,1,0.0,None,Standard,Delivered,69383.55,0.0,69383.55,61890.13,0.0,7493.42,2025-02-12,2025-02-12,0,6
O555574,2025-06-25 16:01:00,C100716,P200600,S3029,2,0.05,None,Express,Delivered,12839.74,641.99,12197.75,7379.64,0.0,4818.11,2025-06-28,2025-06-27,0,2
O555575,2023-05-22 02:51:00,C109188,P200104,S3002,1,0.18,Summer Sale,Standard,Delivered,53046.92,9548.45,43498.47,34450.79,0.0,9047.68,2023-05-28,2023-05-29,1,7
O555576,2024-11-06 17:55:00,C105704,P200394,S3082,1,0.18,Big Billion Days,Standard,Delivered,6402.62,1152.47,5250.15,3155.34,0.0,2094.81,2024-11-12,2024-11-12,0,6
O555577,2025-05-10 03:35:00,C103534,P200018,S3018,1,0.02,Republic Day,Standard,Delivered,1563.08,31.26,1531.82,1341.87,0.0,189.95,2025-05-16,2025-05-15,0,5
O555578,2023-12-13 09:06:00,C110082,P200007,S3105,2,0.12000000000000001,Republic Day,Same Day,Delivered,166011.9,19921.43,146090.47,125637.8,0.0,20452.67,2023-12-14,2023-12-15,1,2
O555579,2023-08-25 17:59:00,C111037,P200033,S3103,2,0.48000000000000004,Big Billion Days,Express,Delivered,5370.44,2577.81,2792.63,1873.85,0.0,918.78,2023-08-28,2023-08-28,0,3
O555580,2023-10-23 08:22:00,C107260,P200036,S3052,2,0.32,Diwali Fest,Express,Delivered,164277.94,52568.94,111709.0,96963.41,0.0,14745.59,2023-10-26,2023-10-26,0,3
O555581,2024-03-30 08:17:00,C106367,P200165,S3052,2,0.0,None,Express,Delivered,5836.72,0.0,5836.72,4365.87,0.0,1470.85,2024-04-02,2024-04-01,0,2
O555582,2024-11-30 00:45:00,C106198,P200033,S3067,1,0.13,Summer Sale,Standard,Delivered,2685.22,349.08,2336.14,1567.55,0.0,768.59,2024-12-06,2024-12-06,0,6
O555583,2023-07-08 14:12:00,C100850,P200460,S3097,1,0.12000000000000001,Diwali Fest,Express,Delivered,4473.55,536.83,3936.72,3216.3,0.0,720.42,2023-07-11,2023-07-10,0,2
O555584,2024-05-22 15:32:00,C106355,P200600,S3071,1,0.1,None,Standard,Delivered,6419.87,641.99,5777.88,3495.62,0.0,2282.26,2024-05-28,2024-05-27,0,5
O555585,2023-01-01 05:44:00,C106198,P200600,S3096,1,0.22,Diwali Fest,Standard,Delivered,6419.87,1412.37,5007.5,3029.54,0.0,1977.96,2023-01-07,2023-01-06,0,5
O555586,2025-11-08 18:58:00,C106651,P200600,S3044,1,0.07,Republic Day,Express,Delivered,6419.87,449.39,5970.48,3612.14,0.0,2358.34,2025-11-11,2025-11-11,0,3
O555587,2024-11-16 23:38:00,C108922,P200451,S3098,2,0.05,None,Express,Delivered,112317.52,5615.88,106701.64,84721.1,0.0,21980.54,2024-11-19,2024-11-18,0,2
O555588,2023-07-28 07:49:00,C103052,P200252,S3067,1,0.15,None,Standard,Delivered,17391.45,2608.72,14782.73,11294.01,0.0,3488.72,2023-08-03,2023-08-05,1,8
O555589,2025-11-10 20:48:00,C106603,P200018,S3049,1,0.27,Republic Day,Express,Delivered,1563.08,422.03,1141.05,999.56,0.0,141.49,2025-11-13,2025-11-12,0,2
O555590,2024-07-17 09:56:00,C110118,P200028,S3073,2,0.0,None,Same Day,Returned,15680.2,0.0,15680.2,9768.76,13788.42,2464.34,2024-07-18,2024-07-19,1,2
O555591,2023-08-28 08:33:00,C108556,P200211,S3069,2,0.05,None,Express,Delivered,122817.44,6140.87,116676.57,99525.11,0.0,17151.46,2023-08-31,2023-08-30,0,2
O555592,2023-02-13 21:00:00,C108784,P200600,S3093,2,0.0,None,Express,Delivered,12839.74,0.0,12839.74,7768.04,0.0,5071.7,2023-02-16,2023-02-18,1,5
O555593,2024-08-09 18:19:00,C106042,P200439,S3077,4,0.1,None,Express,Delivered,131198.2,13119.82,118078.38,95053.1,0.0,23025.28,2024-08-12,2024-08-12,0,3
O555594,2023-10-22 09:43:00,C108594,P200394,S3108,2,0.0,None,Standard,Delivered,12805.24,0.0,12805.24,7695.95,0.0,5109.29,2023-10-28,2023-10-27,0,5
O555595,2024-05-29 07:37:00,C111026,P200600,S3083,1,0.0,None,Standard,Delivered,6419.87,0.0,6419.87,3884.02,0.0,2535.85,2024-06-04,2024-06-03,0,5
O555596,2024-06-15 20:46:00,C111336,P200333,S3054,1,0.05,None,Express,Delivered,61059.59,3052.98,58006.61,47623.43,0.0,10383.18,2024-06-18,2024-06-19,1,4
O555597,2025-03-29 22:15:00,C102520,P200325,S3014,1,0.38,Big Billion Days,Standard,Delivered,10146.78,3855.78,6291.0,4177.22,0.0,2113.78,2025-04-04,2025-04-04,0,6
O555598,2023-07-13 17:31:00,C102211,P200600,S3080,2,0.22999999999999998,Big Billion Days,Standard,Delivered,12839.74,2953.14,9886.6,5981.39,0.0,3905.21,2023-07-19,2023-07-19,0,6
O555599,2023-12-29 02:55:00,C102393,P200364,S3000,2,0.03,Summer Sale,Standard,Delivered,1286.48,38.59,1247.89,998.31,0.0,249.58,2024-01-04,2024-01-03,0,5
O555600,2023-02-06 12:52:00,C102143,P200510,S3018,5,0.1,None,Standard,Delivered,29201.5,2920.15,26281.35,16583.53,0.0,9697.82,2023-02-12,2023-02-11,0,5
O555601,2024-11-27 08:12:00,C109745,P200033,S3109,1,0.3,None,Standard,Delivered,2685.22,805.57,1879.65,1261.25,0.0,618.4,2024-12-03,2024-12-03,0,6
O555602,2023-05-08 05:11:00,C100214,P200600,S3084,3,0.1,None,Same Day,Delivered,19259.61,1925.96,17333.65,10486.86,0.0,6846.79,2023-05-09,2023-05-09,0,1
O555603,2023-12-18 12:27:00,C107437,P200619,S3117,1,0.03,Summer Sale,Express,Delivered,5684.22,170.53,5513.69,4344.79,0.0,1168.9,2023-12-21,2023-12-21,0,3
O555604,2024-03-14 08:13:00,C108778,P200197,S3109,1,0.42500000000000004,Monsoon Mania,Standard,Returned,879.19,373.66,505.53,322.53,417.02,78.74,2024-03-20,2024-03-20,0,6
O555605,2025-11-24 05:53:00,C102213,P200109,S3058,1,0.07500000000000001,Monsoon Mania,Standard,Delivered,41790.86,3134.31,38656.55,30461.36,0.0,8195.19,2025-11-30,2025-11-29,0,5
O555606,2025-09-05 13:53:00,C110971,P200145,S3092,1,0.17,Diwali Fest,Standard,Delivered,21071.33,3582.13,17489.2,15285.56,0.0,2203.64,2025-09-11,2025-09-11,0,6
O555607,2024-11-29 13:00:00,C100207,P200055,S3114,2,0.1,None,Same Day,Returned,5805.56,580.56,5225.0,2382.6,4163.3,1801.58,2024-11-30,2024-12-01,1,2
O555608,2025-05-10 16:07:00,C101574,P200541,S3086,1,0.3,None,Standard,Delivered,1290.84,387.25,903.59,794.26,0.0,109.33,2025-05-16,2025-05-15,0,5
O555609,2024-06-21 11:30:00,C106651,P200011,S3031,1,0.27,Diwali Fest,Standard,Delivered,1194.69,322.57,872.12,463.1,0.0,409.02,2024-06-27,2024-06-26,0,5
O555610,2024-04-09 06:10:00,C106925,P200041,S3069,1,0.1,None,Express,Delivered,69383.55,6938.36,62445.19,55701.11,0.0,6744.08,2024-04-12,2024-04-12,0,3
O555611,2024-08-18 23:23:00,C108598,P200600,S3078,1,0.23,Summer Sale,Standard,Delivered,6419.87,1476.57,4943.3,2990.7,0.0,1952.6,2024-08-24,2024-08-23,0,5
O555612,2023-05-09 01:38:00,C110254,P200464,S3058,1,0.025,Monsoon Mania,Express,Delivered,12810.27,320.26,12490.01,9642.29,0.0,2847.72,2023-05-12,2023-05-12,0,3
O555613,2025-08-13 00:41:00,C111130,P200637,S3071,1,0.2,None,Standard,Delivered,28230.88,5646.18,22584.7,20190.72,0.0,2393.98,2025-08-19,2025-08-23,1,10
O555614,2024-10-10 16:17:00,C111915,P200128,S3017,1,0.18,Big Billion Days,Express,Delivered,13986.17,2517.51,11468.66,8899.68,0.0,2568.98,2024-10-13,2024-10-12,0,2
O555615,2023-01-12 11:48:00,C103803,P200429,S3020,1,0.0,None,Express,Delivered,13331.65,0.0,13331.65,9665.45,0.0,3666.2,2023-01-15,2023-01-14,0,2
O555616,2025-08-15 09:30:00,C108162,P200633,S3076,1,0.125,Monsoon Mania,Standard,Delivered,39002.87,4875.36,34127.51,28359.96,0.0,5767.55,2025-08-21,2025-08-21,0,6
O555617,2023-11-02 02:31:00,C101801,P200287,S3016,1,0.19,Year End,Standard,Returned,3082.52,585.68,2496.84,1126.07,2215.07,817.0,2023-11-08,2023-11-08,0,6
O555618,2023-03-25 23:36:00,C108913,P200078,S3111,1,0.25,None,Express,Returned,3343.36,835.84,2507.52,2214.14,2428.01,-313.62,2023-03-28,2023-03-27,0,2
O555619,2023-01-16 13:14:00,C107078,P200600,S3062,1,0.08,Big Billion Days,Standard,Delivered,6419.87,513.59,5906.28,3573.3,0.0,2332.98,2023-01-22,2023-01-21,0,5
O555620,2023-09-21 02:56:00,C101770,P200600,S3056,1,0.0,None,Express,Delivered,6419.87,0.0,6419.87,3884.02,0.0,2535.85,2023-09-24,2023-09-24,0,3
O555621,2024-05-15 12:33:00,C107072,P200600,S3119,1,0.28,Big Billion Days,Express,Delivered,6419.87,1797.56,4622.31,2796.5,0.0,1825.81,2024-05-18,2024-05-17,0,2
O555622,2024-10-13 06:30:00,C103432,P200325,S3019,2,0.0,None,Standard,Delivered,20293.56,0.0,20293.56,13474.92,0.0,6818.64,2024-10-19,2024-10-18,0,5
O555623,2025-11-23 15:46:00,C105281,P200109,S3000,1,0.05,None,Standard,Delivered,41790.86,2089.54,39701.32,31284.64,0.0,8416.68,2025-11-29,2025-12-01,1,8
O555624,2024-10-08 14:21:00,C102561,P200600,S3114,4,0.025,Monsoon Mania,Express,Delivered,25679.48,641.99,25037.49,15147.68,0.0,9889.81,2024-10-11,2024-10-11,0,3
O555625,2025-10-25 23:00:00,C101321,P200529,S3068,2,0.13,Summer Sale,Standard,Delivered,4106.3,533.82,3572.48,3293.83,0.0,278.65,2025-10-31,2025-10-30,0,5
O555626,2023-08-19 10:35:00,C105759,P200307,S3001,1,0.15,None,Express,Delivered,17745.88,2661.88,15084.0,8854.31,0.0,6229.69,2023-08-22,2023-08-21,0,2
O555627,2023-05-02 11:11:00,C108624,P200568,S3089,3,0.15,None,Standard,Delivered,20411.37,3061.71,17349.66,10340.4,0.0,7009.26,2023-05-08,2023-05-08,0,6
O555628,2024-11-14 12:03:00,C108408,P200429,S3007,1,0.08,Summer Sale,Standard,Delivered,13331.65,1066.53,12265.12,8892.21,0.0,3372.91,2024-11-20,2024-11-21,1,7
O555629,2023-03-30 05:12:00,C105356,P200600,S3106,2,0.22,Diwali Fest,Standard,Delivered,12839.74,2824.74,10015.0,6059.08,0.0,3955.92,2023-04-05,2023-04-05,0,6
O555630,2025-05-26 22:38:00,C110542,P200600,S3032,1,0.08,Big Billion Days,Standard,Delivered,6419.87,513.59,5906.28,3573.3,0.0,2332.98,2025-06-01,2025-06-02,1,7
O555631,2024-02-15 05:48:00,C106918,P200509,S3066,1,0.09,Year End,Same Day,Delivered,1182.03,106.38,1075.65,754.03,0.0,321.62,2024-02-16,2024-02-16,0,1
O555632,2025-10-09 01:52:00,C104669,P200267,S3020,2,0.0,None,Standard,Delivered,5407.94,0.0,5407.94,3818.01,0.0,1589.93,2025-10-15,2025-10-15,0,6
O555633,2023-04-15 16:28:00,C108052,P200364,S3090,1,0.0,None,Same Day,Delivered,643.24,0.0,643.24,514.59,0.0,128.65,2023-04-16,2023-04-17,1,2
O555634,2023-10-24 15:27:00,C106005,P200600,S3093,1,0.13,Big Billion Days,Express,Delivered,6419.87,834.58,5585.29,3379.1,0.0,2206.19,2023-10-27,2023-10-26,0,2
O555635,2023-06-20 11:47:00,C111530,P200600,S3090,2,0.27,Diwali Fest,Express,Delivered,12839.74,3466.73,9373.01,5670.67,0.0,3702.34,2023-06-23,2023-06-24,1,4
O555636,2025-04-20 08:12:00,C104874,P200063,S3000,1,0.04,Year End,Standard,Delivered,44265.89,1770.64,42495.25,36885.88,0.0,5609.37,2025-04-26,2025-04-25,0,5
O555637,2025-05-15 13:18:00,C102966,P200600,S3085,2,0.0,None,Same Day,Returned,12839.74,0.0,12839.74,7768.04,11003.67,2320.78,2025-05-16,2025-05-16,0,1
O555638,2025-08-21 21:13:00,C106198,P200464,S3105,1,0.2,None,Standard,Delivered,12810.27,2562.05,10248.22,7911.63,0.0,2336.59,2025-08-27,2025-08-27,0,6
O555639,2024-10-20 13:06:00,C110061,P200434,S3109,2,0.23,Summer Sale,Standard,Delivered,27724.0,6376.52,21347.48,13939.9,0.0,7407.58,2024-10-26,2024-10-25,0,5
O555640,2023-10-08 23:07:00,C106198,P200600,S3089,1,0.19,Year End,Express,Delivered,6419.87,1219.78,5200.09,3146.05,0.0,2054.04,2023-10-11,2023-10-12,1,4
O555641,2023-11-04 03:08:00,C110845,P200109,S3110,1,0.1,None,Standard,Delivered,41790.86,4179.09,37611.77,29638.07,0.0,7973.7,2023-11-10,2023-11-10,0,6
O555642,2025-12-24 16:18:00,C107141,P200152,S3066,3,0.1,None,Express,Delivered,11984.01,1198.4,10785.61,6913.58,0.0,3872.03,2025-12-27,2025-12-27,0,3
O555643,2024-11-11 14:42:00,C109241,P200190,S3039,2,0.0,None,Standard,Delivered,9040.52,0.0,9040.52,5171.18,0.0,3869.34,2024-11-17,2024-11-17,0,6
O555644,2024-11-13 16:19:00,C107178,P200600,S3071,1,0.27,Diwali Fest,Standard,Delivered,6419.87,1733.36,4686.51,2835.34,0.0,1851.17,2024-11-19,2024-11-20,1,7
O555645,2025-12-13 14:42:00,C106198,P200267,S3062,1,0.0,None,Standard,Returned,2703.97,0.0,2703.97,1909.0,2218.95,240.23,2025-12-19,2025-12-19,0,6
O555646,2023-11-04 22:47:00,C109025,P200600,S3012,3,0.05,None,Standard,Delivered,19259.61,962.98,18296.63,11069.46,0.0,7227.17,2023-11-10,2023-11-09,0,5
O555647,2024-01-19 13:16:00,C101117,P200109,S3113,1,0.07,Diwali Fest,Standard,Delivered,41790.86,2925.36,38865.5,30626.01,0.0,8239.49,2024-01-25,2024-01-24,0,5
O555648,2023-06-26 05:24:00,C109480,P200600,S3094,2,0.0,None,Express,Delivered,12839.74,0.0,12839.74,7768.04,0.0,5071.7,2023-06-29,2023-06-29,0,3
O555649,2024-10-20 15:51:00,C110639,P200063,S3032,5,0.09,Year End,Same Day,Delivered,221329.45,19919.65,201409.8,174823.71,0.0,26586.09,2024-10-21,2024-10-21,0,1
O555650,2025-10-24 02:51:00,C110061,P200600,S3023,1,0.15,None,Standard,Delivered,6419.87,962.98,5456.89,3301.42,0.0,2155.47,2025-10-30,2025-10-29,0,5
O555651,2023-05-17 03:34:00,C108649,P200417,S3003,1,0.07,Diwali Fest,Same Day,Cancelled,7840.2,548.81,7291.39,4622.74,0.0,2668.65,2023-05-18,2023-05-18,0,1
O555652,2025-02-10 01:43:00,C108417,P200085,S3069,2,0.05,None,Standard,Delivered,22486.76,1124.34,21362.42,18863.02,0.0,2499.4,2025-02-16,2025-02-15,0,5
O555653,2023-03-05 04:42:00,C105179,P200600,S3065,1,0.13,Big Billion Days,Standard,Delivered,6419.87,834.58,5585.29,3379.1,0.0,2206.19,2023-03-11,2023-03-12,1,7
